filename, 16-20, 21-25, 26-30, 31-35, 36-40, 41-45, 46-50, 51-55, 56-60, 61-70
n000599_0043_01_jpg.rf.a3b9a90b5e56c5ad2c2beacbd7b43a09.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n008962_0339_01_jpg.rf.a3d1a66427063bd2fbc7931d79954f59.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n006135_0172_01_jpg.rf.a3e4c0d69bb1b8ed1f650b2ea98db65c.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n001989_0185_01_jpg.rf.a3e2734a6c02e5cc890c0f022859d948.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n005191_0335_01_jpg.rf.a3fae5e685b40b9d0d7977055342ccb9.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n002416_0216_01_jpg.rf.a3fe1038bac940e4ddd20273eb4cae67.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n002205_0205_01_jpg.rf.a40523643ad78b339961b9d09bfac829.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n007197_0616_01_jpg.rf.a4037f4e556889d1cc1c10fbb23b662f.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n007255_0061_01_jpg.rf.a41a37565aa0bdb9175af2eaddffd494.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n008494_0272_02_jpg.rf.a419d856dad249ecc769b9029c8eec68.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n006796_0254_02_jpg.rf.a4283dc3171075e66d69443701364548.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n006601_0967_01_jpg.rf.a4247114aee42b38c1c91a27088a47ed.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n003314_0137_01_jpg.rf.a438738adcf5091ce0c21f40e9248e22.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n009184_0312_01_jpg.rf.a42f7dc67a3d263b3dbd294969d4266d.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n008173_0018_01_jpg.rf.a43747985b1a6b68b3196dc3f7de218a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n009016_0047_01_jpg.rf.a44ebee8fb01bac21d90f8595a64ee88.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n008659_0315_01_jpg.rf.a42020a5078df2253939f7222abb75f7.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n005934_0492_01_jpg.rf.a43bd4a7433f1be3ce9337134beb5105.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n007215_0025_01_jpg.rf.a4948832b9db31ad04f3666e31616397.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n002340_0199_01_jpg.rf.a46cfa0e12a804b01e7d0b5c24a8278b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n005166_0135_01_jpg.rf.a45580dcdf8e856a898915906ee777b3.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n008001_0232_01_jpg.rf.a49c11259048ce14c5f60b59ee0f87f9.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n000580_0074_01_jpg.rf.a4714912acee6f3716a205e795a20485.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n007792_0257_01_jpg.rf.a457fc9068e536656c336f66c170cea9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n008423_0214_01_jpg.rf.a49da51be9607474266619cfc703faf9.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n003291_0140_01_jpg.rf.a4ae17782b41e42d02e51ddfc033e9b3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n006509_0233_01_jpg.rf.a49e519935c7161f2ffc611950a9663a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n008398_0406_01_jpg.rf.a4acee6554fea7a613b61b204d55252a.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n006063_0023_01_jpg.rf.a4af2db64c599055d3030b40fbb32642.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n007968_0494_01_jpg.rf.a4a9dc595fc935c8dfcd4b792ee01fdd.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n008013_0131_01_jpg.rf.a4cc4f5151bb65ac85a5747d9d1fb52e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n005415_0066_01_jpg.rf.a4e7c51ed4477ccc9ac2e17e9af9bee2.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n007268_0034_01_jpg.rf.a4bc6da0dc563de9168a6441b5f23844.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n000046_0057_01_jpg.rf.a4d68f89e72814849192dde702eab12e.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n008514_0046_01_jpg.rf.a4eb5d95a647bf4a4c61f02af352c647.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n008360_0326_01_jpg.rf.a4fc611aa7eefc64db0ba63b381f1098.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n000921_0096_03_jpg.rf.a50657fd208113322eff53ac85948b4e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
n000202_0672_01_jpg.rf.a52864dcc9460f85210d85ae43a38bef.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n007313_0047_01_jpg.rf.a52f00a70850530cc41dae0baf8c16a5.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n000031_0079_01_jpg.rf.a51b1da40e9103335f06214e6cf9b3c3.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n009239_0134_01_jpg.rf.a53476604916f68cffb4ad3d737ca443.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n005970_0344_01_jpg.rf.a4fc59d29977f09119be9f565b110a86.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n001131_0039_01_jpg.rf.a551041650e06c3b9dce1b19a3a53714.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n007319_0329_01_jpg.rf.a55fae8ce76355f5837376755ebd3e86.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
n002185_0004_01_jpg.rf.a53748f69e496406248acb013b3b253f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n004931_0012_01_jpg.rf.a556d2c39889b56f9440fb62855260b9.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007123_0037_01_jpg.rf.a56990150cc9bcbf65ec7fadfa4c7d54.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n007131_0095_02_jpg.rf.a5741b607898e010c2ac12e29c6cb040.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n007144_0048_01_jpg.rf.a56a11412368f790e865da2373828a88.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n005471_0410_01_jpg.rf.a568907ecc090b36f27ae5552e70271c.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n008432_0331_01_jpg.rf.a58dc62dd6031cd019cd19f1d2d4a0ab.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n005894_0016_01_jpg.rf.a585d6dd7fa760d6b542b14f5baa520d.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n001143_0234_01_jpg.rf.a5950a23536723c9f7a7b78c6efaae92.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n006773_0240_01_jpg.rf.a58c16140aa6ba0b620b661f10365d98.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n007765_0384_01_jpg.rf.a5b6cf500e61b1ec4d6b81a70aa0b642.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n008691_0114_01_jpg.rf.a5a0c908bfc3e797c4738091302824a4.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n001015_0110_01_jpg.rf.a59cba30fe574af15059326e53dd0773.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n001643_0437_01_jpg.rf.a5aac379035a7a1960896e15709b853a.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n002128_0154_01_jpg.rf.a5d64ccec5f98218e94a356e44d6c94c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
n007509_0276_01_jpg.rf.a5cd1f521707b29a657ac83b76213632.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n005775_0010_01_jpg.rf.a5d75fc28a9bcfd3b43ee68661c0da4f.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n006935_0333_01_jpg.rf.a5dc1e51168798a8cb1c6b1bdfc13e96.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n001950_0126_01_jpg.rf.a5e1fb2599c0074a019e9879a55ccb3f.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007215_0392_01_jpg.rf.a5ecc69aab0c63193a569e70b7d9a44e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n008211_0081_01_jpg.rf.a5f36cdb6fcd4eaf523f208d4d6ea913.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n005443_0482_01_jpg.rf.a5e27034b4b35693a3a42b3660d6ef60.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n009143_0402_01_jpg.rf.a5f56990bea95b3ca71d9e1167a055c6.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n002832_0172_01_jpg.rf.a6130bac3b02f28557a2d60ec17894de.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n006037_0327_02_jpg.rf.a613de9230418a9e1f3c54cf06361dca.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n007033_0081_01_jpg.rf.a6189c2676e843f4f6e1a68bf17b7dd6.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n000992_0347_01_jpg.rf.a61a1eaa281a03a9581629c9b53126b7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n000673_0105_01_jpg.rf.a60e223bea27457e3b50d308403eb844.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n009131_0210_01_jpg.rf.a61a0b7da12ef67e2d11ff3cad97fefa.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n005257_0451_01_jpg.rf.a62846a3617863763dce66a053f29a1e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
n002789_0540_01_jpg.rf.a62978b02b40055a39e574ba6172b6ff.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n008994_0241_01_jpg.rf.a641a8d3bf39e2245334333d60d03503.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n007592_0079_01_jpg.rf.a63562a1910125d78a3c4a400e0da309.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n008391_0370_01_jpg.rf.a64291eed95b3c4e31245321b034553d.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n006509_0158_01_jpg.rf.a644e204337142f85c702bbdb5705e62.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n005732_0526_01_jpg.rf.a6547f0e4f6bcfd5d82b75fa2df64ecd.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n007861_0290_01_jpg.rf.a65c2cb397a3428f8e47a805eda3a453.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n007277_0362_01_jpg.rf.a671aed719be40259035321b6709be39.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007629_0254_01_jpg.rf.a658c9e58ba69bf8d80e222c4e8a2bdb.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n003354_0042_01_jpg.rf.a66d7c5b6d38cb8b940ea8f5190cdedb.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n003018_0097_01_jpg.rf.a67ffcdad2318a33bc71d7c19c2f384d.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n003867_0721_01_jpg.rf.a687792b1eaf04987d1495efdc9aa2b4.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n000553_0153_01_jpg.rf.a68779b5d1df004ba94ba775e69bd89e.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n001042_0457_01_jpg.rf.a6a9d814f91dfced5ae6eccb4c6e0547.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n002398_0357_01_jpg.rf.a6979481b0314d0af6062ce29617f922.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n008590_0065_01_jpg.rf.a6b21959aecb9c16a7b623d3a71f7a3c.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n006404_0094_01_jpg.rf.a6cc8af9ef1ef05ee2fc5ca8911ce810.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n007066_0021_01_jpg.rf.a6f863da5ddd72fda9f80d8185cea719.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n007821_0047_01_jpg.rf.a6bfa2fd7072a7029f4ceb8029606a5b.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n007467_0079_01_jpg.rf.a6f107e86c7cbef208cc8a4c6d34efec.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n008555_0414_01_jpg.rf.a6fc1eaaf4c7dbd4b955ff7d104edd12.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n005037_0015_01_jpg.rf.a6d2d05740798034b2f8cd6259f524e0.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n008542_0036_01_jpg.rf.a6edcdce9764d918d086aac38e34974b.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
